// This file list the MWL SED 
// ****************** //
// Format: 5 columns with the following informations:
// col1: frequency [Hz]
// col2: err- frequency (when available) [Hz]
// col2: err+ frequency (when available) [Hz]
// col3: vfv [erg/cm2/s]
// col5: vfv err- [erg/cm2/s]
// col4: vfv err+ [erg/cm2/s]
// ****************** //
! Last update 26.07.2017
! Source Name TXS 0210+515
! Redshift 0.0.049 (NED)
! PI: S. Tutsimoto
! Contact: Elisa Prandini (prandini@pd.infn.it)
// ****************** //
// ****THIS IS THE hystorical DATASET (not CONSIDER WHEN FITTING)************** //
// ****************** //
!- Band		       Radio
! Instrument 	       NVSS
! Obs_period 	       49231.5    50508.5
! Other_info 
1.4000E09     0.0000E00  0.0  4.1280E-15   1.2396E-16   1.2396E-16   
// ****************** //
!- Band		       many
! Instrument 	       NED
! Obs_period 	      
! Other_info 
4.6800E14     0.0000E00  0.0000E00    3.3600E-11   2.1700E-12  2.1700E-12 
2.4000E14     0.0000E00  0.0000E00    3.1000E-11   9.8700E-13 9.8700E-13 
2.4000E14     0.0000E00  0.0000E00    3.4100E-11   1.8700E-12 1.8700E-12 
2.4000E14     0.0000E00  0.0000E00    2.3400E-11   3.9100E-13 3.9100E-13 
2.4000E14     0.0000E00  0.0000E00    1.2000E-11   5.5300E-13 5.5300E-13 
1.8200E14     0.0000E00  0.0000E00    4.0400E-11   2.0200E-12 2.0200E-12 
1.8200E14     0.0000E00  0.0000E00    2.3600E-11   4.1700E-13 4.1700E-13 
1.8200E14     0.0000E00  0.0000E00    3.1100E-11   1.1700E-12 1.1700E-12 
1.8200E14     0.0000E00  0.0000E00    1.2600E-11   6.5100E-13 6.5100E-13 
1.3800E14     0.0000E00  0.0000E00    2.7800E-11   1.6100E-12 1.6100E-12 
1.3800E14     0.0000E00  0.0000E00    1.6800E-11   3.4400E-13 3.4400E-13 
1.3800E14     0.0000E00  0.0000E00    2.1400E-11   1.0500E-12 1.0500E-12 
1.3800E14     0.0000E00  0.0000E00    8.8000E-12   4.1300E-13 4.1300E-13 
4.8500E09     0.0000E00   0.0000E00   1.3500E-14   1.5000E-15 1.5000E-15 
4.8500E09     0.0000E00   0.0000E00   1.3100E-14   1.9700E-15 1.9700E-15 
1.4000E09     0.0000E00   0.0000E00   4.1300E-15   1.2500E-16 1.2500E-16
3.6500E08     0.0000E00   0.0000E00   2.0600E-15   1.5000E-16 1.5000E-16 
// ****************** //
!- Band		       many
! Instrument 	       Vizier
! Obs_period 	      
! Other_info 
1.3860E14     0.0000E00 0.0     8.9365E-12   4.1565E-13  4.1565E-13 
1.8180E14     0.0000E00 0.0     1.2922E-11   6.7247E-13  6.7247E-13 
2.4200E14     0.0000E00 0.0     1.2001E-11   5.5651E-13  5.5651E-13 
1.3860E14     0.0000E00 0.0     8.9365E-12   4.1565E-13  4.1565E-13 
1.8180E14     0.0000E00 0.0     1.2922E-11   7.0883E-13  7.0883E-13
2.4200E14     0.0000E00 0.0     1.2001E-11   5.5651E-13  5.5651E-13
1.3690E14     0.0000E00 0.0     1.2033E-11   8.2134E-14  8.2134E-14
1.3690E14     0.0000E00 0.0     8.5419E-12   3.9698E-13  3.9698E-13
1.8390E14     0.0000E00 0.0     1.7877E-11   2.7588E-13  2.7588E-13
1.8390E14     0.0000E00 0.0     1.2948E-11   6.6211E-13  6.6211E-13
2.3980E14     0.0000E00 0.0     1.7220E-11   1.1991E-13  1.1991E-13
2.3980E14     0.0000E00 0.0     1.2135E-11   5.5161E-13   5.5161E-13
1.3570E13     0.0000E00 0.0     1.0518E-12   1.1128E-13  1.1128E-13
2.5930E13     0.0000E00 0.0     1.2345E-12   3.6308E-14 3.6308E-14
6.5170E13     0.0000E00 0.0     3.5714E-12   7.1689E-14 7.1689E-14
8.9490E13     0.0000E00 0.0     6.7475E-12   1.4318E-13 1.4318E-13
1.3860E14     0.0000E00 0.0     8.9365E-12   4.1565E-13 4.1565E-13
1.8180E14     0.0000E00 0.0     1.2922E-11   6.7247E-13 6.7247E-13
2.4200E14     0.0000E00 0.0     1.2001E-11   5.5651E-13 5.5651E-13
1.3570E13     0.0000E00 0.0     1.1264E-12   1.2621E-13 1.2621E-13
2.5930E13     0.0000E00 0.0     1.2526E-12   4.1494E-14  4.1494E-14
